Age,Gender,Height,Weight,Steps_per_Day,Calories_Burned,Active_Minutes,Heart_Rate,Location,Workout_Routine
25.00,Female,168,64,8344,365.50,176,53.00,Rural,0
29.00,Male,183,76,17462,671.71,122,85.00,Suburban,0
18.00,Female,166,48,14696,712.25,105,97.00,Suburban,0
37.00,Female,179,77,2031,63.89,99,63.00,Urban,0
45.00,Female,172,29,19456,896.24,153,98.00,Suburban,0
54.00,Male,187,77,16090,551.96,70,116.00,Suburban,0
,Female,155,55,16816,613.46,134,58.00,Suburban,0
29.00,Male,158,63,18868,762.05,61,70.00,Urban,0
,Non-Binary,188,79,11437,522.13,87,65.00,Urban,0
45.00,Female,162,76,16453,769.52,23,65.00,Urban,0
32.00,Male,163,69,15258,635.87,39,77.00,Urban,0
23.00,Male,161,84,2550,97.05,75,100.00,Urban,0
37.00,Male,181,44,13977,683.90,174,105.00,Urban,0
31.00,Female,157,73,5682,198.47,135,106.00,Urban,0
19.00,Male,170,58,15439,711.15,8,101.00,Urban,0
26.00,Female,167,83,19213,811.58,2,95.00,Urban,0
54.00,Male,180,80,4751,178.34,20,87.00,Rural,0
37.00,Female,164,80,13914,417.80,94,97.00,Suburban,0
43.00,Female,174,94,11223,436.93,175,90.00,Urban,1
46.00,Female,158,86,16398,582.69,174,108.00,Suburban,0
18.00,Female,192,67,7601,243.89,15,116.00,Suburban,0
52.00,Male,167,69,4856,152.98,106,115.00,Rural,1
23.00,Male,170,79,13661,504.79,92,76.00,Urban,0
54.00,Female,186,72,16591,701.72,132,81.00,Urban,1
22.00,Male,164,80,7182,335.76,138,105.00,Rural,0
50.00,Male,186,36,8970,302.03,156,59.00,Urban,0
31.00,Male,165,98,16154,621.81,78,89.00,Urban,0
,Male,176,70,3094,117.07,69,66.00,Urban,0
59.00,Male,164,45,13095,527.31,47,107.00,Urban,0
37.00,Female,156,56,14672,677.73,14,55.00,Rural,0
41.00,Male,174,38,18932,777.59,33,88.00,Urban,0
,Female,176,53,15228,714.70,59,67.00,Rural,1
42.00,Male,156,67,9559,385.91,1,91.00,Rural,0
46.00,Female,166,92,1064,44.77,79,53.00,Suburban,0
56.00,Male,182,76,4299,166.58,18,69.00,Urban,0
48.00,Female,176,73,5849,271.76,48,77.00,Urban,0
40.00,Female,166,52,6639,321.84,77,89.00,Urban,0
55.00,Male,164,57,19419,830.80,27,114.00,Urban,0
37.00,Non-Binary,189,58,12055,559.54,47,93.00,Suburban,0
40.00,Non-Binary,155,59,19612,611.50,95,72.00,Urban,0
33.00,Female,169,64,17980,865.24,164,106.00,Rural,1
59.00,Female,155,65,11866,400.82,176,96.00,Suburban,0
25.00,Male,183,64,4889,171.75,108,62.00,Suburban,0
38.00,Female,169,59,16458,511.29,175,65.00,Rural,0
18.00,Male,171,72,18779,925.95,72,104.00,Urban,0
25.00,Male,197,65,1452,68.30,99,114.00,Urban,0
46.00,Non-Binary,164,46,11995,578.92,28,65.00,Urban,0
49.00,Male,187,70,3631,170.45,156,86.00,Urban,1
55.00,Female,166,68,3186,126.14,57,101.00,Suburban,0
22.00,Female,167,46,6967,337.77,47,59.00,Urban,0
39.00,Female,196,61,5348,264.13,22,87.00,Urban,0
51.00,Non-Binary,168,78,2459,98.49,26,93.00,Rural,0
18.00,Male,156,52,2942,98.59,6,103.00,Urban,0
43.00,Male,172,51,15896,686.27,48,100.00,Suburban,0
27.00,Male,168,65,15407,762.78,108,101.00,Urban,0
47.00,Male,173,79,16622,788.60,67,119.00,Urban,0
35.00,Male,168,97,15557,734.86,169,108.00,Suburban,0
34.00,Male,192,79,17445,849.16,171,62.00,Rural,0
43.00,Female,175,86,18878,903.86,153,90.00,Urban,0
25.00,Female,159,75,18564,845.14,150,61.00,Urban,0
57.00,Male,171,59,14093,625.24,72,99.00,Urban,0
29.00,Female,162,79,3788,133.70,100,106.00,Urban,0
44.00,Male,167,68,11400,483.67,7,99.00,Urban,0
25.00,Male,160,75,17489,707.08,52,106.00,Suburban,0
42.00,Female,191,55,4925,232.65,141,103.00,Urban,0
21.00,Female,163,76,19292,768.48,134,115.00,Urban,1
50.00,Female,176,68,19433,632.64,136,57.00,Suburban,0
18.00,Male,166,73,15568,468.59,2,112.00,Urban,1
36.00,Female,158,68,13656,594.82,77,58.00,Urban,0
48.00,Female,171,65,10466,429.09,144,109.00,Rural,0
,Female,174,77,4904,179.58,171,112.00,Urban,0
31.00,Female,175,63,16467,549.66,85,52.00,Suburban,0
22.00,Female,143,46,11419,449.16,45,62.00,Urban,1
58.00,Female,157,41,17676,565.73,89,58.00,Urban,0
43.00,Female,179,72,11414,419.15,155,101.00,Urban,0
45.00,Non-Binary,160,63,13165,494.80,141,111.00,Urban,0
19.00,Female,172,44,11683,459.29,8,57.00,Urban,0
23.00,Male,157,71,16442,646.70,114,94.00,Urban,0
26.00,Female,177,68,5860,205.92,153,102.00,Rural,0
50.00,Male,179,62,4729,222.28,129,112.00,Suburban,0
58.00,Male,177,73,15400,571.51,74,106.00,Urban,1
42.00,Female,180,89,9619,332.74,80,103.00,Suburban,0
30.00,Non-Binary,185,89,12164,407.69,127,68.00,Rural,0
26.00,Non-Binary,158,72,7110,259.17,33,116.00,Suburban,0
30.00,Male,162,68,7955,249.40,146,95.00,Urban,1
48.00,Female,178,72,1106,33.91,38,59.00,Rural,0
58.00,Male,181,74,5754,242.26,12,67.00,Urban,0
28.00,Non-Binary,163,65,12525,530.85,132,61.00,Urban,1
21.00,Non-Binary,162,72,7408,300.70,49,98.00,Suburban,0
51.00,Female,163,46,8635,390.70,22,72.00,Rural,0
55.00,Female,153,71,2225,68.49,121,111.00,Rural,0
21.00,Female,157,77,13196,642.90,119,60.00,Rural,1
55.00,Female,157,62,5250,167.48,87,105.00,Urban,1
36.00,Male,167,68,16372,711.86,156,104.00,Rural,1
,Female,172,53,18279,597.14,111,74.00,Urban,0
51.00,Female,174,51,13097,623.39,110,58.00,Urban,0
35.00,Female,164,73,19004,764.23,71,61.00,Suburban,0
30.00,Male,165,59,13055,413.14,153,60.00,Urban,1
58.00,Non-Binary,171,43,6419,271.75,56,87.00,Suburban,1
40.00,Male,155,53,18769,566.49,,77.00,Urban,0
36.00,Female,179,55,16713,760.78,155,57.00,Rural,0
28.00,Female,182,81,12784,549.86,112,96.00,Urban,0
18.00,Female,163,72,3433,117.59,61,85.00,Urban,0
41.00,Female,166,56,11998,449.87,46,99.00,Rural,0
24.00,Male,182,61,12575,379.21,77,58.00,Urban,0
42.00,Male,168,89,2301,100.95,105,109.00,Suburban,0
38.00,Female,175,84,7858,286.45,158,116.00,Suburban,0
32.00,Female,169,53,9950,412.25,125,102.00,Suburban,1
18.00,Male,185,87,9938,488.30,176,66.00,Suburban,1
29.00,Female,174,68,6644,239.11,4,102.00,Urban,1
24.00,Female,175,81,12078,601.54,,77.00,Rural,0
32.00,Female,175,67,10260,437.64,36,112.00,Urban,0
38.00,Female,164,87,15690,546.67,78,64.00,Urban,0
36.00,Male,165,52,4307,166.83,142,68.00,Urban,1
46.00,Male,177,66,17488,783.62,51,119.00,Suburban,0
42.00,Female,171,88,1395,54.31,138,96.00,Suburban,0
50.00,Female,158,34,11845,371.58,42,97.00,Rural,0
49.00,Female,188,69,4291,143.20,150,69.00,Suburban,1
52.00,Female,179,64,19394,888.75,39,86.00,Suburban,0
55.00,Female,170,80,14138,607.47,62,51.00,Rural,0
43.00,Non-Binary,167,86,5537,229.21,129,113.00,Urban,0
28.00,Female,171,80,10860,362.21,86,85.00,Suburban,1
52.00,Female,175,73,18435,861.93,72,54.00,Suburban,0
25.00,Male,149,70,7618,374.92,174,113.00,Urban,0
31.00,Male,191,64,5723,176.37,103,56.00,Rural,0
27.00,Female,162,73,15837,499.83,157,119.00,Urban,0
19.00,Male,169,91,9539,454.96,15,71.00,Suburban,0
26.00,Non-Binary,170,57,2263,104.80,58,95.00,Suburban,0
20.00,Female,189,63,14305,605.94,46,89.00,Rural,0
38.00,Female,169,68,11934,583.56,115,110.00,Rural,1
43.00,Male,185,85,11265,483.59,157,95.00,Suburban,0
25.00,Male,174,73,17339,595.07,108,77.00,Suburban,0
19.00,Male,160,84,2351,104.79,8,84.00,Urban,0
23.00,Male,171,85,8190,351.47,64,50.00,Urban,0
45.00,Male,168,78,17650,877.47,58,78.00,Rural,1
46.00,Female,159,54,11885,407.39,101,58.00,Rural,0
43.00,Female,173,94,8434,353.87,135,58.00,Rural,0
42.00,Female,170,91,2022,92.21,122,71.00,Urban,0
29.00,Female,175,70,3037,111.70,179,112.00,Rural,0
22.00,Male,171,49,9756,366.76,145,115.00,Rural,0
51.00,Female,163,46,14558,695.26,90,107.00,Urban,0
54.00,Female,177,73,18443,702.38,95,119.00,Suburban,1
32.00,Male,163,59,2424,103.01,57,104.00,Suburban,0
53.00,Female,139,44,5123,244.80,176,62.00,Suburban,0
32.00,Male,171,46,17603,601.96,31,68.00,Rural,0
40.00,Female,164,62,1405,69.74,47,82.00,Urban,1
23.00,Non-Binary,173,72,10829,476.90,44,114.00,Suburban,0
38.00,Male,189,91,19702,786.55,99,109.00,Suburban,0
40.00,Female,190,77,10951,422.91,99,61.00,Urban,0
33.00,Female,168,64,9983,490.04,45,92.00,Rural,1
32.00,Non-Binary,161,75,18693,637.70,158,66.00,Suburban,0
42.00,Female,175,74,13025,471.94,164,117.00,Urban,0
53.00,Female,166,81,5929,214.37,143,78.00,Urban,0
28.00,Male,173,69,10522,376.48,,104.00,Urban,1
32.00,Male,163,85,13638,536.94,125,56.00,Suburban,0
21.00,Male,172,82,9702,483.00,45,93.00,Rural,1
38.00,Non-Binary,161,71,11764,562.03,120,54.00,Urban,0
30.00,Female,181,68,13121,479.69,87,109.00,Urban,0
39.00,Female,164,83,15219,585.28,60,55.00,Urban,0
36.00,Non-Binary,176,59,2617,113.55,45,56.00,Suburban,0
51.00,Male,157,47,11248,341.30,178,95.00,Rural,0
31.00,Male,177,47,18904,877.20,162,106.00,Suburban,0
21.00,Male,160,58,2583,122.94,80,103.00,Suburban,0
44.00,Male,172,79,7704,363.20,169,95.00,Suburban,0
46.00,Male,180,63,8988,337.06,44,59.00,Urban,0
45.00,Female,168,73,18959,743.95,117,53.00,Suburban,0
52.00,Male,159,62,10953,331.30,46,116.00,Suburban,1
25.00,Male,174,62,3613,137.25,157,74.00,Suburban,0
33.00,Male,161,54,4892,191.81,,110.00,Rural,0
59.00,Male,165,68,13336,641.99,170,87.00,Suburban,0
53.00,Non-Binary,172,67,7733,370.25,161,81.00,Suburban,0
47.00,Female,183,76,5431,267.87,22,72.00,Rural,0
35.00,Non-Binary,170,74,18765,895.13,60,86.00,Rural,1
19.00,Male,170,67,4515,136.19,164,52.00,Suburban,1
30.00,Male,177,47,5454,233.59,12,62.00,Urban,0
21.00,Female,170,86,8769,275.04,6,83.00,Urban,0
43.00,Male,176,68,9384,332.68,169,114.00,Suburban,0
,Male,180,71,14727,612.14,165,57.00,Urban,0
47.00,Male,166,94,4534,199.55,179,58.00,Urban,0
28.00,Male,137,83,1755,75.63,171,77.00,Urban,0
24.00,Male,161,76,19909,616.80,140,67.00,Suburban,0
